beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type
"Eight-Ball Stout","Lost Coast Brewery","Stout - Oatmeal",5.8,28,"""A creamy, smooth surprise."" Heh. Decent stout.","Burger Bar","San Francisco",CA,"United States",37.787,-122.407,3.5,"2014-04-21 18:36:32",https://untappd.com/c/81292640,https://untappd.com/beer/1434,https://untappd.com/brewery/803,"United States",Eureka,CA,,,
"Big Daddy IPA","Speakeasy Ales & Lagers","IPA - American",6.5,60,"Great solid ipa","The View","San Francisco",CA,"United States",37.7854,-122.404,4,"2014-04-21 20:45:52",https://untappd.com/c/81316681,https://untappd.com/beer/917,https://untappd.com/brewery/1177,"United States","San Francisco",CA,,,
"Pliny the Elder","Russian River Brewing Company","IPA - Imperial / Double",8,100,,"The View","San Francisco",CA,"United States",37.7854,-122.404,5,"2014-04-23 21:40:49",https://untappd.com/c/81597865,https://untappd.com/beer/4499,https://untappd.com/brewery/5143,"United States","Santa Rosa",CA,,,
"Pliny the Elder","Russian River Brewing Company","IPA - Imperial / Double",8,100,,"The View","San Francisco",CA,"United States",37.7854,-122.404,5,"2014-04-24 17:49:51",https://untappd.com/c/81705409,https://untappd.com/beer/4499,https://untappd.com/brewery/5143,"United States","Santa Rosa",CA,,,
"Brother Thelonious","North Coast Brewing Company","Belgian Strong Dark Ale",9.4,32,,Annabelle's,"San Francisco",CA,"United States",37.7849,-122.405,4,"2014-04-24 18:54:45",https://untappd.com/c/81729048,https://untappd.com/beer/410,https://untappd.com/brewery/919,"United States","Fort Bragg",CA,,,
"Duchesse de Bourgogne","Brouwerij Verhaeghe","Sour - Flanders Red Ale",6,11,,"Goleta Beach County Park",Goleta,CA,"United States",34.4169,-119.832,4.5,"2014-05-01 19:52:06",https://untappd.com/c/83200901,https://untappd.com/beer/3954,https://untappd.com/brewery/305,Belgium,Vichte,West-Vlaanderen,,,
"Equinox Showers (formerly TBA Showers)","Noble Ale Works","IPA - Imperial / Double",8.8,0,,"Goleta Beach County Park",Goleta,CA,"United States",34.4169,-119.832,3,"2014-05-01 20:19:30",https://untappd.com/c/83207131,https://untappd.com/beer/643253,https://untappd.com/brewery/6377,"United States",Anaheim,CA,,,
"Coffee Porter","Smog City Brewing","Porter - American",6,0,,"Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,4,"2014-05-01 20:44:59",https://untappd.com/c/83212167,https://untappd.com/beer/718031,https://untappd.com/brewery/16185,"United States",Torrance,CA,,,
"The Illinois","Goose Island Beer Co.","IPA - Imperial / Double",9,95,"Boozy and hoppy, balanced in both. Tastes like home :)",,,,,,,4,"2014-05-08 21:27:34",https://untappd.com/c/84674787,https://untappd.com/beer/371941,https://untappd.com/brewery/2898,"United States",Chicago,IL,,,
"Strawberry Harvest Lager","Abita Brewing Company","Fruit Beer",4.2,13,,"Eureka! Gourmet Burgers & Craft Beer","Santa Barbara",CA,"United States",34.4186,-119.7,4,"2014-05-10 00:17:15",https://untappd.com/c/84948397,https://untappd.com/beer/4476,https://untappd.com/brewery/10,"United States","Abita Springs",LA,,,
"Swami's IPA","Pizza Port Brewing Co.","IPA - American",6.8,72,,"Eureka! Gourmet Burgers & Craft Beer","Santa Barbara",CA,"United States",34.4186,-119.7,4,"2014-05-10 00:17:20",https://untappd.com/c/84948349,https://untappd.com/beer/490277,https://untappd.com/brewery/1534,"United States",Carlsbad,CA,,,
"Metolius River Rusty Spinner Amber Ale","Winery Exchange, World Brews","Red Ale - American Amber / Red",5.1,0,"Surprisingly inoffensive. A bit sweet.",,,,,,,3.5,"2014-05-10 19:19:39",https://untappd.com/c/85240042,https://untappd.com/beer/174390,https://untappd.com/brewery/34528,"United States",Novato,CA,,,
"Saison De Lente","The Bruery","Saison / Farmhouse Ale",6.5,0,"""Saisonny.""","Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,4,"2014-05-12 19:19:47",https://untappd.com/c/85603609,https://untappd.com/beer/5474,https://untappd.com/brewery/1246,"United States",Placentia,CA,,,
"Castaway IPA","Kona Brewing Company","IPA - American",6,50,,"Goleta Beach County Park",Goleta,CA,"United States",34.4169,-119.832,3.5,"2014-05-13 16:46:54",https://untappd.com/c/85701121,https://untappd.com/beer/24589,https://untappd.com/brewery/1988,"United States","Kailua Kona",HI,,,
"Pale Ale","Sierra Nevada Brewing Co.","Pale Ale - American",5.6,38,,"Goleta Beach County Park",Goleta,CA,"United States",34.4169,-119.832,3.5,"2014-05-13 18:00:25",https://untappd.com/c/85725718,https://untappd.com/beer/6284,https://untappd.com/brewery/1142,"United States",Chico,CA,,,
"Pivo Pils","Firestone Walker Brewing Company","Pilsner - Other",5.3,40,,"Goleta Beach County Park",Goleta,CA,"United States",34.4169,-119.832,4,"2014-05-13 18:02:28",https://untappd.com/c/85726532,https://untappd.com/beer/74539,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,
"DBA (Double Barrel Ale)","Firestone Walker Brewing Company","Pale Ale - English",5,30,,"Goleta Beach County Park",Goleta,CA,"United States",34.4169,-119.832,3.5,"2014-05-13 20:45:04",https://untappd.com/c/85769782,https://untappd.com/beer/1238,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,
"Get Up Offa That Brown","Golden Road Brewing","Brown Ale - American",5.5,20,"Good brown.","Terminal 6","Los Angeles",CA,"United States",33.942,-118.402,4,"2014-05-14 18:20:23",https://untappd.com/c/85892967,https://untappd.com/beer/120420,https://untappd.com/brewery/16302,"United States","Los Angeles",CA,,,
"Night Cat","Two Brothers Brewing Company",Witbier,5.8,43,"Almost no aftertaste. Hoppy for a wheat beer. Very interesting.",,,,,,,4,"2014-05-15 19:50:40",https://untappd.com/c/86058556,https://untappd.com/beer/478959,https://untappd.com/brewery/1298,"United States",Warrenville,IL,,,
"Domaine DuPage","Two Brothers Brewing Company","Bière de Garde",5.9,24,"Goes well with catfish. Very good.",,,,,,,4,"2014-05-15 20:30:32",https://untappd.com/c/86074447,https://untappd.com/beer/8820,https://untappd.com/brewery/1298,"United States",Warrenville,IL,,,
"Oberon Ale","Bell's Brewery","Pale Wheat Ale - American",5.8,10,"Absolutely clutch. Citrus, some spices.",,,,,,,4.5,"2014-05-18 15:11:49",https://untappd.com/c/86877012,https://untappd.com/beer/16581,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,
"Brutha From Anutha Mutha","Only Child Brewing","Pale Wheat Ale - American",7.6,0,,,,,,,,4,"2014-05-18 20:41:47",https://untappd.com/c/86983967,https://untappd.com/beer/490882,https://untappd.com/brewery/29973,"United States",Gurnee,IL,,,
"Rosa Hibiscus Ale","Revolution Brewing Company","Spiced / Herbed Beer",5.8,15,"It's pink!!",,,,,,,4,"2014-05-20 19:49:25",https://untappd.com/c/87235706,https://untappd.com/beer/59221,https://untappd.com/brewery/2605,"United States",Chicago,IL,,,
"Pale Ale","Sierra Nevada Brewing Co.","Pale Ale - American",5.6,38,,,,,,,,3.5,"2014-05-22 20:33:05",https://untappd.com/c/87616303,https://untappd.com/beer/6284,https://untappd.com/brewery/1142,"United States",Chico,CA,,,
"Agoura Ale","Ladyface Alehouse and Brasserie","Lager - American Amber / Red",6.7,0,"It's oaked! Very very smooth. Subtly red.","Eureka! Gourmet Burgers & Craft Beer","Santa Barbara",CA,"United States",34.4186,-119.7,4,"2014-05-23 20:46:44",https://untappd.com/c/87902287,https://untappd.com/beer/644485,https://untappd.com/brewery/4927,"United States","Agoura Hills",CA,,,
"Evil Cousin","Heretic Brewing Company","IPA - Imperial / Double",8,100,"Hops hops hops hops","Eureka! Gourmet Burgers & Craft Beer","Santa Barbara",CA,"United States",34.4186,-119.7,4,"2014-05-23 21:28:34",https://untappd.com/c/87914686,https://untappd.com/beer/74606,https://untappd.com/brewery/12766,"United States",Fairfield,CA,,,
"Old Chub","Oskar Blues Brewery","Scotch Ale / Wee Heavy",8,25,"Remember that this is drinkable for parties. Solid.",,,,,,,4,"2014-05-24 19:39:31",https://untappd.com/c/88256818,https://untappd.com/beer/4743,https://untappd.com/brewery/956,"United States",Longmont,CO,,,
"Stochasticity Project: Grapefruit Slam IPA","Stone Brewing","IPA - American",8.2,95,,"Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,4,"2014-05-26 20:38:37",https://untappd.com/c/88823528,https://untappd.com/beer/538152,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,
Hottenroth,"Bruery Terreux®","Sour - Berliner Weisse",3.1,2,,"Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,4,"2014-05-26 21:18:49",https://untappd.com/c/88828234,https://untappd.com/beer/8962,https://untappd.com/brewery/214845,"United States",Anaheim,CA,,,
"Organic Chocolate Stout","Samuel Smith's Old Brewery","Stout - Other",5,28,,,,,,,,3.5,"2014-05-30 22:36:13",https://untappd.com/c/89568500,https://untappd.com/beer/219082,https://untappd.com/brewery/1099,England,Tadcaster,"North Yorkshire",,,
Dubbel,"Allagash Brewing Company","Belgian Dubbel",7,0,,"Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,4,"2014-05-30 22:36:29",https://untappd.com/c/89568566,https://untappd.com/beer/13013,https://untappd.com/brewery/24,"United States",Portland,ME,,,
"Southern Chaos","Hollister Brewing Company","Pale Ale - New Zealand",5.9,0,,"Hollister Brewing Company",Goleta,CA,"United States",34.4295,-119.871,4,"2014-06-01 17:13:59",https://untappd.com/c/90120312,https://untappd.com/beer/228648,https://untappd.com/brewery/2275,"United States",Goleta,CA,,,
"Beachside Blonde","Hollister Brewing Company",Kölsch,4.8,0,,"Hollister Brewing Company",Goleta,CA,"United States",34.4295,-119.871,4,"2014-06-01 17:56:35",https://untappd.com/c/90134906,https://untappd.com/beer/38645,https://untappd.com/brewery/2275,"United States",Goleta,CA,,,
"Tiny Bubbles","Hollister Brewing Company","Sour - Gose",4.5,0,BLACKHAWKS.,"Hollister Brewing Company",Goleta,CA,"United States",34.4295,-119.871,4,"2014-06-01 18:46:16",https://untappd.com/c/90150846,https://untappd.com/beer/39171,https://untappd.com/brewery/2275,"United States",Goleta,CA,,,
"Old Rasputin","North Coast Brewing Company","Stout - Russian Imperial",9,75,,"Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,4,"2014-06-04 19:38:28",https://untappd.com/c/90588321,https://untappd.com/beer/30855,https://untappd.com/brewery/919,"United States","Fort Bragg",CA,,,
"Stone Go To IPA","Stone Brewing","IPA - Session / India Session Ale",4.5,65,,"Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,3.5,"2014-06-04 20:48:21",https://untappd.com/c/90602793,https://untappd.com/beer/564031,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,
"Great White","Lost Coast Brewery",Witbier,4.8,15,"Taste like soap kind of",,,,,,,3,"2014-06-06 19:25:12",https://untappd.com/c/91014658,https://untappd.com/beer/3377,https://untappd.com/brewery/803,"United States",Eureka,CA,,,
"Lagunitas Sucks","Lagunitas Brewing Company","IPA - Imperial / Double",8,63,,,,,,,,4,"2014-06-08 20:31:12",https://untappd.com/c/91659522,https://untappd.com/beer/285026,https://untappd.com/brewery/765,"United States",Petaluma,CA,,,
"Brooklyn East IPA","Brooklyn Brewery","IPA - English",6.9,47,"Definitely not a west coast IPA. Kind of fruity-floral. Like orange blossom.",,,,,,,4,"2014-06-08 20:58:58",https://untappd.com/c/91663361,https://untappd.com/beer/1826,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,
"Maiden the Shade","Ninkasi Brewing Company","IPA - American",6.8,72,"Nice light summery :)","Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,3.5,"2014-06-13 22:33:30",https://untappd.com/c/92586668,https://untappd.com/beer/7628,https://untappd.com/brewery/2840,"United States",Eugene,OR,,,
"DirtWolf Double IPA","Victory Brewing Company","IPA - Imperial / Double",8.7,65,,"Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,4,"2014-06-13 23:03:16",https://untappd.com/c/92590516,https://untappd.com/beer/424316,https://untappd.com/brewery/1326,"United States",Downingtown,PA,,,
"Peanut Butter Milk Stout","Belching Beaver Brewery","Stout - Milk / Sweet",5.3,30,"Nicely and subtly peanut butter. I had it warm and flat, remember to try cold and fresh next time.",,,,,,,3.5,"2014-06-16 13:27:48",https://untappd.com/c/93254778,https://untappd.com/beer/638512,https://untappd.com/brewery/43025,"United States",Vista,CA,,,
"Wrangler Wheat","Figueroa Mountain Brewing Co.","Pale Wheat Ale - American",5,30,,"Figueroa Mountain Brewing Company","Santa Barbara",CA,"United States",34.4147,-119.691,4,"2014-06-21 15:47:15",https://untappd.com/c/94357973,https://untappd.com/beer/32285,https://untappd.com/brewery/5800,"United States",Buellton,CA,,,
"Figueroa Mountain Pale Ale","Figueroa Mountain Brewing Co.","Pale Ale - American",4.5,30,,"Figueroa Mountain Brewing Company","Santa Barbara",CA,"United States",34.4147,-119.691,4,"2014-06-21 17:19:37",https://untappd.com/c/94408431,https://untappd.com/beer/50614,https://untappd.com/brewery/5800,"United States",Buellton,CA,,,
"Stone Enjoy By 07.04.14 IPA","Stone Brewing","IPA - Imperial / Double",9.4,88,"Sweeter than I was expecting. GOAAALLLL USA USA",,,,,,,4,"2014-06-22 16:40:37",https://untappd.com/c/94706940,https://untappd.com/beer/681640,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,
"Coconut Hiwa Porter","Maui Brewing Company","Porter - American",6,30,"Subtle coconut.","Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,4,"2014-06-25 20:40:56",https://untappd.com/c/95219819,https://untappd.com/beer/5383,https://untappd.com/brewery/836,"United States",Kihei,HI,,,
"Nut Brown Ale","AleSmith Brewing Company","Brown Ale - English",5,17,"Solid clean brown.","Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,4,"2014-06-25 21:24:09",https://untappd.com/c/95225780,https://untappd.com/beer/6315,https://untappd.com/brewery/2471,"United States","San Diego",CA,,,
"Beavers Milk","Belching Beaver Brewery","Stout - Milk / Sweet",5.3,30,,"Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,4,"2014-06-25 22:27:45",https://untappd.com/c/95231555,https://untappd.com/beer/251232,https://untappd.com/brewery/43025,"United States",Vista,CA,,,
"Evil Twin","Heretic Brewing Company","IPA - Red",6.8,45,,Elsie's,"Santa Barbara",CA,"United States",34.4179,-119.701,4,"2014-06-26 22:12:15",https://untappd.com/c/95426744,https://untappd.com/beer/57756,https://untappd.com/brewery/12766,"United States",Fairfield,CA,,,
"Pivo Pils","Firestone Walker Brewing Company","Pilsner - Other",5.3,40,,Elsie's,"Santa Barbara",CA,"United States",34.4179,-119.701,4,"2014-06-26 23:17:03",https://untappd.com/c/95431060,https://untappd.com/beer/74539,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,
IPA,"Saint Archer Brewing Company","IPA - American",7,66,,,,,,,,4,"2014-06-28 21:29:23",https://untappd.com/c/96053295,https://untappd.com/beer/342315,https://untappd.com/brewery/60062,"United States","San Diego",CA,,,
"Stone Enjoy By 07.04.14 IPA","Stone Brewing","IPA - Imperial / Double",9.4,88,"Definitely mellows out with time",,,,,,,4,"2014-06-28 23:24:38",https://untappd.com/c/96070714,https://untappd.com/beer/681640,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,
"Pub Ale","Boddington's Brewery","English Bitter",4.6,0,"Good representation of the style.","Hilton London Paddington",London,"Greater London","United Kingdom",51.5157,-0.175921,4,"2014-07-02 21:49:30",https://untappd.com/c/96659356,https://untappd.com/beer/1536,https://untappd.com/brewery/148,England,Shamlesbury,Lancashire,,,
"Greene King IPA","Greene King","IPA - English",3.6,0,"Haha! She said it was bitter. For someone used to West Coast IPAs, not bitter. Very good.","Cleveland Arms",Paddington,"Greater London","United Kingdom",51.5148,-0.180801,4,"2014-07-02 22:11:40",https://untappd.com/c/96662946,https://untappd.com/beer/6716,https://untappd.com/brewery/612,England,"Bury St Edmunds",Suffolk,,,
Carnival,"Magic Rock Brewing","Golden Ale",4.3,0,"Wow, kind of hoppy. Casked, dispensed with a hand pump. :)","Cleveland Arms",Paddington,"Greater London","United Kingdom",51.5148,-0.180801,4,"2014-07-02 22:33:28",https://untappd.com/c/96666841,https://untappd.com/beer/160755,https://untappd.com/brewery/13156,England,"Huddersfield, West Yorkshire","HD1 5EB",,,
"London Pride","Fuller, Smith & Turner ","English Bitter",4.1,0,"Not a fan of this style, but it's good :)","Warwick Arms",London,"Greater London","United Kingdom",51.4954,-0.203303,3.5,"2014-07-03 21:15:37",https://untappd.com/c/96841814,https://untappd.com/beer/2762,https://untappd.com/brewery/3296,England,London,"Greater London",,,
Frontier,"Fuller, Smith & Turner ","Lager - Pale",4.5,0,"Like. I'm going to try to taste EVERY Fuller's while I'm in the UK.","Cleveland Arms",Paddington,"Greater London","United Kingdom",51.5148,-0.180801,4,"2014-07-03 21:16:12",https://untappd.com/c/96842112,https://untappd.com/beer/374584,https://untappd.com/brewery/3296,England,London,"Greater London",,,
"Goodwood Sussex Ale","Hepworth & Co","Golden Ale",4.5,0,,,,,,,,3.5,"2014-07-05 23:17:32",https://untappd.com/c/97616324,https://untappd.com/beer/754043,https://untappd.com/brewery/5282,England,"West Chiltington, Billingshurst","RH20 1DJ",,,
"Black Sheep Ale","Black Sheep","English Bitter",4.4,0,,,,,,,,3.5,"2014-07-07 21:44:59",https://untappd.com/c/98051035,https://untappd.com/beer/23059,https://untappd.com/brewery/134,England,Masham,"North Yorkshire, HG4 4EN",,,
Junction,"Sambrook's Brewery","English Bitter",4.5,0,"English bitter is growing on me. More clear than the photo (condensation). Cheers!",,,,,,,4,"2014-07-08 21:46:32",https://untappd.com/c/98194604,https://untappd.com/beer/58665,https://untappd.com/brewery/8500,England,Battersea,"Greater London",,,
Jarl,"Fyne Ales","Blonde Ale",3.8,40,"More flavor than I expected, picked up those Citra hops. Interesting at room temp, on cask.","The Canons' Gait",Edinburgh,Edinburgh,"United Kingdom",55.9509,-3.18249,3.5,"2014-07-12 23:53:33",https://untappd.com/c/99156722,https://untappd.com/beer/10109,https://untappd.com/brewery/2052,Scotland,Cairndow,Argyll,,,
"Caesar Augustus","Williams Brothers Brewing Co.","Lager - IPL (India Pale Lager)",4.1,33,"Lager/IPA hybrid.","The Canons' Gait",Edinburgh,Edinburgh,"United Kingdom",55.9509,-3.18249,3,"2014-07-12 23:54:01",https://untappd.com/c/99157613,https://untappd.com/beer/77447,https://untappd.com/brewery/1367,Scotland,Kelliebank,Clackmannanshire,,,
"Mutiny On The Beagle","Natural Selection Brewing Co.","IPA - English",5.8,0,"These English IPAs... I wish SoCal hadn't ruined my palate. It's clean.","The Holyrood 9A",Edinburgh,Edinburgh,"United Kingdom",55.9493,-3.18266,3.5,"2014-07-14 20:34:21",https://untappd.com/c/99617119,https://untappd.com/beer/709884,https://untappd.com/brewery/14052,Scotland,Edinburgh,"EH20 9LZ",,,
"Double Chocolate Porter",Tryst,"Porter - Other",4.4,0,Nice,,,,,,,4,"2014-07-14 21:06:15",https://untappd.com/c/99620932,https://untappd.com/beer/280196,https://untappd.com/brewery/2065,Scotland,Falkirk,,,,
"Magic 8 Ball","Magic Rock Brewing","IPA - Black / Cascadian Dark Ale",7,0,,"The Holyrood 9A",Edinburgh,Edinburgh,"United Kingdom",55.9493,-3.18266,4,"2014-07-14 21:40:02",https://untappd.com/c/99624975,https://untappd.com/beer/121293,https://untappd.com/brewery/13156,England,"Huddersfield, West Yorkshire","HD1 5EB",,,
Amstel,"Amstel Bier","Lager - Euro",5,21,,"The Black Swan","Henley in Arden",Warwickshire,"United Kingdom",52.2961,-1.77827,3.5,"2014-07-15 18:09:29",https://untappd.com/c/99746611,https://untappd.com/beer/72160,https://untappd.com/brewery/37,Netherlands,Zoeterwoude,"Zuid Holland",,,
"Dead Pony Club",BrewDog,"Pale Ale - American",3.8,40,"Solid, lovely American hops.",Byron,London,"Greater London","United Kingdom",51.5121,-0.120565,4,"2014-07-17 21:10:13",https://untappd.com/c/100113481,https://untappd.com/beer/164769,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,
"Ebel's Weiss","Two Brothers Brewing Company",Hefeweizen,4.9,12,"Mini bananas. Like a banana Popsicle.",,,,,,,3.5,"2014-07-20 19:11:54",https://untappd.com/c/101166115,https://untappd.com/beer/8686,https://untappd.com/brewery/1298,"United States",Warrenville,IL,,,
"Reverent Monk","Saugatuck Brewing Company","Belgian Tripel",10,35,"Greeeeeat. At least it feels like the tripel. Might be the double I had.","Owen & Engine",Chicago,IL,"United States",41.9303,-87.6879,4,"2014-07-22 21:06:58",https://untappd.com/c/101523649,https://untappd.com/beer/149375,https://untappd.com/brewery/3582,"United States",Douglas,MI,,,
"Irritated Koala","Two Brothers Brewing Company","IPA - Black / Cascadian Dark Ale",6.1,46,"Can taste the light smoky tea. Not too hoppy. Complex, subtle, refreshing.",,,,,,,4,"2014-07-23 20:08:27",https://untappd.com/c/101692467,https://untappd.com/beer/656003,https://untappd.com/brewery/1298,"United States",Warrenville,IL,,,
"Two Hearted Ale","Bell's Brewery","IPA - American",7,0,"Lovely, resin, hops, pine, refreshing.",,,,,,,4.5,"2014-07-26 16:06:03",https://untappd.com/c/102489699,https://untappd.com/beer/4133,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,
"Centennial IPA","Founders Brewing Co.","IPA - American",7.2,65,"I think I left it a bit long. Piney, resiny. Good, just not as bright as I'd remembered it.",,,,,,,3.5,"2014-07-29 20:03:08",https://untappd.com/c/103335931,https://untappd.com/beer/1456,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,
"Big Cone Black Ale","Figueroa Mountain Brewing Co.","IPA - Black / Cascadian Dark Ale",6.5,65,"Piney piney piney","Figueroa Mountain Brewing Company","Santa Barbara",CA,"United States",34.4147,-119.691,4,"2014-08-01 21:37:56",https://untappd.com/c/104082688,https://untappd.com/beer/223313,https://untappd.com/brewery/5800,"United States",Buellton,CA,,,
"Night Time Ale","Lagunitas Brewing Company","IPA - Black / Cascadian Dark Ale",8.2,65,,"Union Ale","Santa Barbara",CA,"United States",34.4145,-119.692,4,"2014-08-01 23:06:12",https://untappd.com/c/104098792,https://untappd.com/beer/588286,https://untappd.com/brewery/765,"United States",Petaluma,CA,,,
"Good Juju","Left Hand Brewing Company","Spiced / Herbed Beer",4.5,20,"If ginger kombucha had more booze...",,,,,,,4,"2014-08-02 18:33:34",https://untappd.com/c/104424562,https://untappd.com/beer/11266,https://untappd.com/brewery/779,"United States",Longmont,CO,,,
"Pauwel Kwak","Brouwerij Bosteels","Belgian Strong Golden Ale",8.4,0,"Kind of like a cookie",,,,,,,3.5,"2014-08-09 21:09:49",https://untappd.com/c/106306981,https://untappd.com/beer/358,https://untappd.com/brewery/269,Belgium,Buggenhout,Oost-Vlaanderen,,,
"Stone Saison","Stone Brewing","Saison / Farmhouse Ale",6,45,"Lemon and herbal... Lavender?",,,,,,,4,"2014-08-09 21:20:58",https://untappd.com/c/106310353,https://untappd.com/beer/642165,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,
"Kismet IPA","Mother Earth Brewing Company","IPA - American",7.2,70,"Smooth. Farther from west coast style than I thought. Kind of resiny.",,,,,,,4,"2014-08-09 22:03:58",https://untappd.com/c/106321156,https://untappd.com/beer/102662,https://untappd.com/brewery/5092,"United States",Vista,CA,,,
"Double Jack (2014)","Firestone Walker Brewing Company","IPA - Imperial / Double",9.5,85,Resin,,,,,,,4,"2014-08-09 22:25:22",https://untappd.com/c/106325297,https://untappd.com/beer/757662,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,
"Bourbon Barrel Quad","Boulevard Brewing Co.","Belgian Quad",11.2,26,Wow.,,,,,,,4.5,"2014-08-09 23:11:08",https://untappd.com/c/106331895,https://untappd.com/beer/12201,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,
"Transatlantique Kriek (2014)","New Belgium Brewing Company","Lambic - Traditional",8,8,Delightful,,,,,,,4,"2014-08-09 23:13:39",https://untappd.com/c/106332173,https://untappd.com/beer/577685,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,
"La Folie (Lips of Faith) (2014)","New Belgium Brewing Company","Sour - Flanders Oud Bruin",7,18,Yay!,,,,,,,4.5,"2014-08-09 23:54:24",https://untappd.com/c/106335977,https://untappd.com/beer/513719,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,
"Stone w00tstout 2.0","Stone Brewing","Stout - American Imperial / Double",13.5,65,,"Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,4,"2014-08-13 20:07:53",https://untappd.com/c/107086544,https://untappd.com/beer/690930,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,
"Gruit (Lips of Faith)","New Belgium Brewing Company","Gruit / Ancient Herbed Ale",6.6,0,,"New Belgium Clips Beer & Film Tour","Santa Barbara",CA,"United States",34.4155,-119.683,4,"2014-08-15 19:50:27",https://untappd.com/c/107596030,https://untappd.com/beer/581231,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,
"Wild² (Lips of Faith)","New Belgium Brewing Company","Belgian Dubbel",8,0,"Bit of alcohol off the back","New Belgium Clips Beer & Film Tour","Santa Barbara",CA,"United States",34.4155,-119.683,4,"2014-08-15 19:56:56",https://untappd.com/c/107599211,https://untappd.com/beer/446118,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,
"FOCOllaboration (Hop Kitchen #6)","New Belgium Brewing Company","Pale Ale - American",6.7,0,"Tastes like keilbasa!","New Belgium Clips Beer & Film Tour","Santa Barbara",CA,"United States",34.4155,-119.683,3,"2014-08-15 20:07:10",https://untappd.com/c/107604041,https://untappd.com/beer/627876,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,
"Yuzu (Lips of Faith)","New Belgium Brewing Company","Sour - Berliner Weisse",8,0,,"New Belgium Clips Beer & Film Tour","Santa Barbara",CA,"United States",34.4155,-119.683,4,"2014-08-15 21:00:13",https://untappd.com/c/107625377,https://untappd.com/beer/353460,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,
Abbey,"New Belgium Brewing Company","Belgian Dubbel",7,20,,"New Belgium Clips Beer & Film Tour","Santa Barbara",CA,"United States",34.4155,-119.683,3.5,"2014-08-15 21:29:45",https://untappd.com/c/107634228,https://untappd.com/beer/403,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,
"The Illinois","Goose Island Beer Co.","IPA - Imperial / Double",9,95,"Yeasty, piney, resin. Citrus and hop mellowed but still on the aroma. ""And it's mellow tones are these, Illinois, Illinois...""",,,,,,,4,"2014-08-17 20:40:25",https://untappd.com/c/108320219,https://untappd.com/beer/371941,https://untappd.com/brewery/2898,"United States",Chicago,IL,,,
"Stickee Monkee (2014)","Firestone Walker Brewing Company","Strong Ale - American",13.4,22,,"Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,4,"2014-08-21 20:41:36",https://untappd.com/c/109023652,https://untappd.com/beer/673158,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,
"Oberon Ale","Bell's Brewery","Pale Wheat Ale - American",5.8,10,"A lovely summer beer. Nice sediment, color, fresh orange/blossom",,,,,,,4.5,"2014-08-23 17:22:36",https://untappd.com/c/109642295,https://untappd.com/beer/16581,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,
Porter,"Bell's Brewery","Porter - American",5.6,27,"Coffee beans",,,,,,,4,"2014-08-23 18:46:06",https://untappd.com/c/109694050,https://untappd.com/beer/23175,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,
